109.284, 129.488, 0.031, 38.800 False
109.281, 129.488, 0.028, 38.900 False
109.279, 129.488, 0.025, 39.000 False
109.276, 129.488, 0.022, 39.100 False
109.277, 129.488, 0.000, 39.200 False
109.280, 129.488, -0.041, 39.300 False
109.283, 129.488, -0.031, 39.400 False
109.285, 129.488, -0.023, 39.500 False
109.287, 129.488, -0.019, 39.600 False
109.288, 129.488, -0.015, 39.700 False
109.289, 129.488, -0.013, 39.800 False
109.290, 129.488, -0.012, 39.900 False
109.290, 129.488, -0.011, 40.000 False
109.291, 129.488, -0.010, 40.100 False
109.292, 129.488, -0.010, 40.200 False
109.292, 129.488, -0.009, 40.300 False
109.293, 129.488, -0.009, 40.400 False
109.293, 129.488, -0.009, 40.500 False
109.294, 129.488, -0.007, 40.600 False
109.294, 129.488, -0.008, 40.700 False
109.295, 129.488, -0.008, 40.800 False
109.295, 129.488, -0.008, 40.900 False
109.295, 129.488, -0.001, 41.000 False
109.294, 129.488, 0.013, 41.100 False
109.293, 129.488, 0.018, 41.200 False
109.291, 129.488, 0.019, 41.300 False
109.289, 129.488, 0.018, 41.400 False
109.287, 129.488, 0.017, 41.500 False
109.289, 129.487, -0.009, 41.600 False
109.290, 129.487, -0.006, 41.700 False
109.291, 129.488, 0.000, 41.800 False
109.291, 129.487, 0.005, 41.900 False
109.291, 129.487, 0.012, 42.000 False
109.289, 129.488, 0.023, 42.100 False
109.287, 129.489, 0.051, 42.200 False
109.280, 129.494, 0.119, 42.300 False
109.267, 129.502, 0.130, 42.400 False
109.252, 129.507, 0.163, 42.500 False
109.229, 129.515, 0.297, 42.600 False
109.189, 129.523, 0.440, 42.700 False
109.143, 129.530, 0.469, 42.800 False
109.096, 129.544, 0.485, 42.900 False
109.043, 129.568, 0.584, 43.000 False
108.971, 129.593, 0.787, 43.100 False
108.894, 129.619, 0.801, 43.200 False
108.811, 129.639, 0.885, 43.300 False
108.718, 129.661, 0.993, 43.400 False
108.611, 129.677, 1.134, 43.500 False
108.494, 129.700, 1.223, 43.600 False
108.368, 129.721, 1.320, 43.700 False
108.233, 129.748, 1.414, 43.800 False
108.087, 129.770, 1.522, 43.900 False
107.931, 129.799, 1.613, 44.000 False
107.766, 129.823, 1.710, 44.100 False
107.593, 129.854, 1.798, 44.200 False
107.410, 129.882, 1.893, 44.300 False
107.218, 129.915, 1.979, 44.400 False
107.017, 129.946, 2.070, 44.500 False
106.807, 129.978, 2.155, 44.600 False
106.590, 130.010, 2.243, 44.700 False
106.363, 130.043, 2.316, 44.800 False
106.132, 130.076, 2.340, 44.900 False
105.900, 130.109, 2.358, 45.000 False
