-181.496, 32.994, 6.226, 14.371
-181.495, 32.786, 6.247, 14.404
-181.495, 32.578, 6.267, 14.437
-181.495, 32.368, 6.288, 14.470
-181.494, 32.158, 6.309, 14.503
-181.494, 31.947, 6.331, 14.536
-181.493, 31.736, 6.352, 14.569
-181.493, 31.524, 6.373, 14.602
-181.493, 31.311, 6.394, 14.635
-181.492, 31.097, 6.416, 14.668
-181.492, 30.883, 6.437, 14.701
-181.491, 30.668, 6.459, 14.734
-181.491, 30.452, 6.480, 14.767
-181.491, 30.236, 6.502, 14.800
-181.490, 30.018, 6.524, 14.833
-181.490, 29.800, 6.546, 14.866
-181.489, 29.582, 6.568, 14.899
-181.489, 29.362, 6.590, 14.932
-181.488, 29.142, 6.612, 14.965
-181.488, 28.921, 6.634, 14.998
-181.488, 28.700, 6.656, 15.031
-181.487, 28.477, 6.678, 15.064
-181.487, 28.254, 6.700, 15.097
-181.486, 28.030, 6.723, 15.130
-181.486, 27.806, 6.745, 15.163
-181.485, 27.580, 6.768, 15.196
-181.485, 27.354, 6.790, 15.229
-181.484, 27.127, 6.812, 15.262
-181.484, 26.900, 6.835, 15.295
-181.484, 26.671, 6.858, 15.328
-181.483, 26.442, 6.881, 15.361
-181.483, 26.212, 6.904, 15.394
-181.482, 25.982, 6.927, 15.427
-181.482, 25.750, 6.950, 15.460
-181.481, 25.518, 6.972, 15.493
-181.481, 25.285, 6.995, 15.526
-181.480, 25.052, 7.018, 15.559
-181.480, 24.817, 7.042, 15.592
-181.479, 24.582, 7.065, 15.625
-181.479, 24.346, 7.089, 15.658
-181.478, 24.109, 7.113, 15.691
-181.478, 23.871, 7.137, 15.724
-181.477, 23.633, 7.161, 15.757
-181.477, 23.393, 7.184, 15.790
-181.476, 23.153, 7.208, 15.823
-181.475, 22.913, 7.232, 15.856
-181.475, 22.671, 7.256, 15.889
-181.474, 22.428, 7.281, 15.922
-181.474, 22.185, 7.305, 15.955
-181.473, 21.941, 7.329, 15.988
-181.473, 21.696, 7.353, 16.021
-181.472, 21.451, 7.378, 16.054
-181.472, 21.204, 7.403, 16.087
-181.471, 20.957, 7.427, 16.120
-181.470, 20.708, 7.452, 16.153
-181.470, 20.459, 7.477, 16.186
-181.469, 20.210, 7.502, 16.219
-181.469, 19.959, 7.527, 16.252
-181.468, 19.707, 7.552, 16.285
-181.467, 19.455, 7.577, 16.318
-181.467, 19.202, 7.602, 16.351
-181.466, 18.948, 7.627, 16.384
-181.466, 18.693, 7.652, 16.417
-181.465, 18.437, 7.677, 16.450
-181.464, 18.181, 7.703, 16.483
-181.464, 17.923, 7.729, 16.516
-181.463, 17.665, 7.755, 16.549
-181.462, 17.406, 7.781, 16.582
-181.462, 17.146, 7.807, 16.615
-181.461, 16.885, 7.833, 16.648
-181.460, 16.623, 7.858, 16.681
-181.460, 16.361, 7.884, 16.714
-181.459, 16.097, 7.911, 16.747
-181.458, 15.833, 7.937, 16.780
-181.458, 15.568, 7.964, 16.813
-181.457, 15.301, 7.990, 16.846
-181.456, 15.034, 8.017, 16.879
-181.456, 14.767, 8.044, 16.912
-181.455, 14.498, 8.071, 16.945
-181.454, 14.228, 8.098, 16.978
-181.454, 13.957, 8.125, 17.011
-181.453, 13.686, 8.152, 17.044
-181.452, 13.413, 8.179, 17.077
-181.451, 13.140, 8.206, 17.110
-181.451, 12.866, 8.234, 17.143
-181.450, 12.591, 8.261, 17.176
-181.449, 12.315, 8.288, 17.209
-181.448, 12.038, 8.316, 17.242
-181.448, 11.760, 8.344, 17.275
-181.447, 11.481, 8.372, 17.308
-181.446, 11.201, 8.400, 17.341
-181.445, 10.920, 8.428, 17.374
-181.445, 10.639, 8.456, 17.407
-181.444, 10.356, 8.484, 17.440
-181.443, 10.073, 8.513, 17.473
-181.442, 9.788, 8.541, 17.506
-181.441, 9.503, 8.570, 17.539
-181.440, 9.216, 8.598, 17.572
-181.440, 8.929, 8.627, 17.605
-181.439, 8.641, 8.656, 17.638
-181.438, 8.352, 8.685, 17.671
-181.437, 8.061, 8.714, 17.704
-181.436, 7.770, 8.743, 17.737
-181.435, 7.478, 8.772, 17.770
-181.435, 7.185, 8.801, 17.803
-181.434, 6.891, 8.831, 17.836
-181.433, 6.596, 8.860, 17.869
-181.432, 6.299, 8.890, 17.902
-181.431, 6.002, 8.919, 17.935
-181.430, 5.704, 8.949, 17.968
-181.429, 5.405, 8.979, 18.001
-181.428, 5.105, 9.009, 18.034
-181.427, 4.804, 9.039, 18.067
-181.426, 4.502, 9.069, 18.100
-181.425, 4.199, 9.099, 18.133
-181.425, 3.895, 9.130, 18.166
-181.424, 3.590, 9.161, 18.199
-181.423, 3.284, 9.191, 18.232
-181.422, 2.977, 9.222, 18.265
-181.421, 2.668, 9.253, 18.298
-181.420, 2.359, 9.284, 18.331
-181.419, 2.049, 9.315, 18.364
-181.418, 1.738, 9.346, 18.397
-181.417, 1.425, 9.377, 18.430
-181.416, 1.112, 9.408, 18.463
-181.415, 0.797, 9.440, 18.496
-181.414, 0.482, 9.471, 18.529
-181.413, 0.166, 9.503, 18.562
-181.412, -0.152, 9.535, 18.595
-181.410, -0.471, 9.567, 18.628
-181.409, -0.790, 9.598, 18.661
-181.408, -1.111, 9.630, 18.694
-181.407, -1.433, 9.663, 18.727
-181.406, -1.756, 9.695, 18.760
-181.405, -2.080, 9.727, 18.793
-181.404, -2.405, 9.760, 18.826
-181.403, -2.731, 9.793, 18.859
-181.402, -3.058, 9.825, 18.892
-181.401, -3.387, 9.858, 18.925
-181.399, -3.716, 9.891, 18.958
-181.398, -4.047, 9.924, 18.991
-181.397, -4.378, 9.957, 19.024
-181.396, -4.711, 9.991, 19.057
-181.395, -5.045, 10.024, 19.090
-181.394, -5.380, 10.058, 19.123
-181.392, -5.716, 10.091, 19.156
-181.391, -6.053, 10.125, 19.189
-181.390, -6.392, 10.159, 19.222
-181.389, -6.731, 10.193, 19.255
-181.388, -7.072, 10.227, 19.288
-181.386, -7.413, 10.261, 19.321
-181.385, -7.756, 10.296, 19.354
-181.384, -8.100, 10.330, 19.387
-181.383, -8.446, 10.364, 19.420
-181.381, -8.792, 10.398, 19.453
-181.380, -9.139, 10.433, 19.486
-181.379, -9.488, 10.468, 19.519
-181.377, -9.838, 10.503, 19.552
-181.376, -10.189, 10.538, 19.585
-181.375, -10.541, 10.574, 19.618
-181.373, -10.894, 10.609, 19.651
-181.372, -11.249, 10.645, 19.684
-181.371, -11.605, 10.680, 19.717
-181.369, -11.962, 10.716, 19.750
-181.368, -12.320, 10.751, 19.783
-181.367, -12.679, 10.787, 19.816
-181.365, -13.040, 10.823, 19.849
-181.364, -13.401, 10.860, 19.882
-181.362, -13.764, 10.896, 19.915
-181.361, -14.128, 10.932, 19.948
-181.359, -14.494, 10.969, 19.981
-181.358, -14.860, 11.006, 20.014
-181.356, -15.228, 11.043, 20.047
-181.355, -15.597, 11.079, 20.080
-181.353, -15.967, 11.116, 20.113
-181.352, -16.339, 11.153, 20.146
-181.350, -16.711, 11.190, 20.179
-181.349, -17.085, 11.228, 20.212
-181.347, -17.461, 11.266, 20.245
-181.346, -17.837, 11.303, 20.278
-181.344, -18.215, 11.341, 20.311
-181.343, -18.594, 11.379, 20.344
-181.341, -18.974, 11.417, 20.377
-181.340, -19.356, 11.455, 20.410
-181.338, -19.738, 11.494, 20.443
-181.336, -20.123, 11.533, 20.476
-181.335, -20.508, 11.571, 20.509
-181.333, -20.895, 11.610, 20.542
-181.331, -21.283, 11.649, 20.575
-181.330, -21.672, 11.688, 20.608
-181.328, -22.063, 11.727, 20.641
-181.326, -22.454, 11.766, 20.674
-181.325, -22.848, 11.806, 20.707
-181.323, -23.242, 11.845, 20.740
-181.321, -23.638, 11.885, 20.773
-181.319, -24.035, 11.925, 20.806
-181.318, -24.434, 11.965, 20.839
-181.316, -24.834, 12.005, 20.872
-181.314, -25.235, 12.045, 20.905
-181.312, -25.637, 12.086, 20.938
-181.311, -26.041, 12.127, 20.971
-181.309, -26.446, 12.167, 21.004
-181.307, -26.853, 12.208, 21.037
-181.305, -27.261, 12.249, 21.070
-181.303, -27.670, 12.290, 21.103
-181.301, -28.081, 12.331, 21.136
-181.299, -28.493, 12.372, 21.169
-181.297, -28.907, 12.414, 21.202
-181.296, -29.321, 12.455, 21.235
-181.294, -29.738, 12.497, 21.268
-181.292, -30.155, 12.539, 21.301
-181.290, -30.574, 12.581, 21.334
-181.288, -30.995, 12.624, 21.367
-181.286, -31.417, 12.666, 21.400
-181.284, -31.840, 12.708, 21.433
-181.282, -32.265, 12.751, 21.466
-181.280, -32.691, 12.793, 21.499
-181.278, -33.118, 12.836, 21.532
-181.276, -33.547, 12.879, 21.565
-181.274, -33.978, 12.922, 21.598
-181.271, -34.409, 12.965, 21.631
-181.269, -34.843, 13.009, 21.664
-181.267, -35.277, 13.052, 21.697
-181.265, -35.714, 13.096, 21.730
-181.263, -36.151, 13.140, 21.763
-181.261, -36.590, 13.184, 21.796
-181.259, -37.031, 13.228, 21.829
-181.256, -37.473, 13.273, 21.862
-181.254, -37.917, 13.317, 21.895
-181.252, -38.362, 13.362, 21.928
-181.250, -38.808, 13.407, 21.961
-181.247, -39.256, 13.451, 21.994
-181.245, -39.706, 13.496, 22.027
-181.243, -40.157, 13.542, 22.060
-181.240, -40.609, 13.587, 22.093
-181.238, -41.063, 13.632, 22.126
-181.236, -41.519, 13.678, 22.159
-181.233, -41.976, 13.724, 22.192
-181.231, -42.435, 13.770, 22.225
-181.229, -42.895, 13.816, 22.258
-181.226, -43.357, 13.862, 22.291
-181.224, -43.820, 13.908, 22.324
-181.221, -44.285, 13.955, 22.357
-181.219, -44.751, 14.002, 22.390
-181.216, -45.219, 14.048, 22.423
-181.214, -45.688, 14.095, 22.456
-181.211, -46.159, 14.143, 22.489
-181.209, -46.632, 14.190, 22.522
-181.206, -47.106, 14.238, 22.555
-181.204, -47.582, 14.285, 22.588
-181.201, -48.059, 14.333, 22.621
-181.199, -48.538, 14.381, 22.654
